review_id,shop,model,sentence,rating,used_days,product_url
r-58800505,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,"sản phẩm dùng tốt, màu sắc đẹp",5,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58773984,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,Bao g có hàng 17prm 256g màu bạc vậy ạ,5,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58763147,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,"Đã nhận được hàng, dùng mấy tuần rồi rất tuyệt. Màu sắc đẹp, lấp lánh bùm chíu long lanh",5,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58713787,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,Cũng tốt chưa thấy lỗi vặt,5,Đã dùng khoảng 4 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58704280,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,Không cần bàn về chất lượng vì quá tốt,5,Đã dùng khoảng 2 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58701476,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,"Mua 1 em Deep Blue 256GB mua từ 19/9/2025 . 1 em Silver 256GB mua 6/10/2025 trải nghiệm cực kỳ tốt, pin cực kỳ trâu , tiếc là chủ nhật ngày 12/10/2025 thì thằng bạn ra uống bia , mình đi rửa bát nó tháo cả cái ốp 1 củ 4 của mình ra và làm rơi em màu Deep Blue và bị móp mất . Cái kết có hậu lại được đổi 1 em màu Silver mới V . Thế là có 2 em Silver rồi",5,Đã dùng khoảng 5 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58690678,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,mua đc 10 ngày pin tụt nhanh tắt nguồn mở lên mất 34% đem ra nhân viên bảo do hdh mới .vài ngày sau đang xài bị tắt nguồn lỗi panic full và reset couter đem ra kiu gửi hàng đợi 15 ngày gửi máy .bỏ ra gần 40tr trong time còn đổi trả mà gửi hãng thẩm định .đó giờ tin tưởng mua rất nhiều sp bên này mà từ nay thì k bao giờ mua nữa,1,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58682482,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,"Trên web để tặng phiếu mua hàng loa tai nghe trị giá 500k vậy mà ra nhân viên báo phải mua hoá đơn trên 3tr mới sử dụng được , từ đầu sao ko để trên web rõ ràng đi làm ăn lom com",1,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58651189,thegioididong,Điện thoại iPhone 17 Pro Max 256GB,"Mua ở tgdd chủ yếu vì tin tưởng thương hiệu, uy tín, chính hãng, lười tìm hiểu nên mua sự yên tâm ở đây, giá bán đúng niêm yết ko bia kèm lạc, từ lúc đập hộp ra dùng đến bây giờ khá ok, máy mượt, rất tốt",5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/iphone-17-pro-max
r-58873513,thegioididong,Điện thoại iPhone 17 Pro 256GB,"ZPA bao gồm cả Việt Nam rồi, mấy bố cứ đòi VNA Apple nó bỏ VNA lâu rồi",5,Đã dùng khoảng 6 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58864478,thegioididong,Điện thoại iPhone 17 Pro 256GB,Mua máy sao lại không phải VNA mà lại là ZPA. Khá nhiều lần mua ở tgdd rồi nên tin tưởng không kiểm tra. Mua hồi chiều xong tối về cài lại máy mới thấy. Mà khi mua cũng không thấy nhân viên bên cửa hàng báo gì luôn,3,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58786742,thegioididong,Điện thoại iPhone 17 Pro 256GB,"có vẻ bên tgdd không thích những người thu cũ đổi mới hay sao ấy , năm ngoái đi đổi hỏi chán chê máy mới đc mời ngồi như kiểu mình không đổi thì sợ nó bẩn hay hỏng ghế ấy , năm nay thì không đc mời ngồi luôn đứng chán chê xong không thống nhất được giá cả thế là về luôn , mình đi nhiều cửa hàng tgdd rồi có đúng cái cửa hàng gần nhà như này đây không phải nhân viên tgdd tôi thấy nhiều năm qua",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58781312,thegioididong,Điện thoại iPhone 17 Pro 256GB,Nhân viên nhiệt tình quá,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58772498,thegioididong,Điện thoại iPhone 17 Pro 256GB,Máy ổn. Mà nhân viên tệ mình bị quên mật khẩu nhờ của hàng hổ trợ. lên nhân viên ko thèm coi kỹ đứng luôn ngoài cửa bảo phải đem lên hãng 1015 ngày. Không nhiệt tình như lúc mua tức quá cầm về luôn. trong khi máy mới lấy 2 ngày trước chưa sạc luôn. Ghét quá đem qua nhờ bên fpt họ kêu mua bên tgdd mà họ ko hỗ trợ anh hả thôi để em lại cho xin cái imei của máy cái chạy lại 1 tiếng là xong. còn nhiệt tình hỗ trợ nữa. Chắc lần cuối mua ở tgdd,1,Đã dùng khoảng 4 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58682498,thegioididong,Điện thoại iPhone 17 Pro 256GB,"Không phải hàng VNA. Tuy máy chạy mượt nhưng hơi thất vọng. Nhân viên tư vấn không rõ, tin tưởng Thegioididong nên không để ý đay là hàng ZPA",3,Đã dùng khoảng 3 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58639868,thegioididong,Điện thoại iPhone 17 Pro 256GB,"Sản phẩm pro năm ny mượt, pin tốtCó đều cầm nắm chưa thật sự thoả máiNhưng nói chung đây là sp tốt",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58637627,thegioididong,Điện thoại iPhone 17 Pro 256GB,"Anh chị quản lý chu đáo, anh Vỹ chi nhánh tgdđ Hai Bà Trưng tư vấn nhiệt tình dễ thương, sẽ ủng hộ tiếp cho những lần tới, em cảm ơn anh chị rất nhiều.",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-17-pro
r-58809486,thegioididong,Điện thoại Xiaomi 15T Pro 5G 12GB/256GB,Dùng từ đời 11T Pro cho tới 15T Pro cảm thấy không hề hối hận chất lượng quá tốt,5,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/xiaomi-15t-pro-12gb-256gb
r-58782998,thegioididong,Điện thoại Xiaomi 15T Pro 5G 12GB/256GB,"Mua đúng 1 tháng, thừa nhận máy dùng ổn định, cam đẹp, pin không trâu lắm nhưng thừa sức đáp ứng 1 ngày dài làm việc nhiều, nhân viên tư vấn nhiệt tình....nói chung là rất OK.",5,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/xiaomi-15t-pro-12gb-256gb
r-58652279,thegioididong,Điện thoại Xiaomi 15T Pro 5G 12GB/256GB,"Sài sướng thật,năm ngoái xài Xiaomi 14t pro .năm nay lên đời vẫn sướng.",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/xiaomi-15t-pro-12gb-256gb
r-58871648,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,"Máy ngon, mượt. Lần đầu dùng xiaomi không nghĩ máy được như vậy. Hy vọng máy bền xài được 4 hay 5 năm",5,Đã dùng khoảng 4 tuần,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58866003,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Máy quá tốt tôi đang dùng Ss qua mà máy dùng rất là hay nhân viên hỗ trợ nhiệt tình sẽ ủng hộ sau này,5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58862708,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Máy mới mua 2 ngày mà tuột pin quá.,2,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58862344,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Máy sài ổn... nhưng lúc sạc đt cục sạc bị nóng lên vậy...,3,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58856972,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Máy để qua đêm sao tuột tầm 15% pin,2,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58849301,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Tôi đứng hon 1 tháng rồi. Nhìn chung là máy rất ổn. Tuy nhiên tôi nhận thấy mấy bát wifi và phát wifi hoi kem. Tình năng điều khiển mi không sử dụng đc.,4,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58847352,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,"Mẹ ơi đúng ngon luôn,hàng xiaomi mà trên 10 củ nó vẫn là cái gì đó quá đẳng cấp",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58834757,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Đt sài rất tốt mạnh mượt,5,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58797951,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,Quá Vip.chơi game bao ko nóng máy luôn....ngon,5,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58780250,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,"Pin tụt nhanh, loa rè.",1,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58659174,thegioididong,Điện thoại Xiaomi 15T 5G 12GB/256GB,"Máy mượt lắm nha mọi người,ok luôn",5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/xiaomi-15t-12gb-256gb
r-58782725,thegioididong,Điện thoại Tecno Spark Go 2 3GB/64GB,Mấy rẻ hơn so vs cau hình hãng khác mới dùng cũng thấy rất ok,5,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/tecno-spark-go-2
r-58766435,thegioididong,Điện thoại Tecno Spark Go 2 3GB/64GB,"Khi sạc pin có đèn màu trắng phía trên bên phải, có cach nào tắt đèn này ko vậy",4,Đã dùng khoảng 4 ngày,https://www.thegioididong.com/dtdd/tecno-spark-go-2
r-58763868,thegioididong,Điện thoại Tecno Spark Go 2 3GB/64GB,Vừa mua mà hao pin quá,1,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/tecno-spark-go-2
r-58747410,thegioididong,Điện thoại Tecno Spark Go 2 3GB/64GB,"Mình mua giá 1791k, giả rẻ mà màn hình đẹp. Loa kép,to rõ hay. Sạc 10W nhưng 2 tiếng là đầy, cầm nắm thoải mái, thiết kế đẹp. Hộp đủ phụ kiện, đặc biệt ốp lưng rất tốt. Game thì tốc chiến 40fps, giao tranh lag nhẹ, chơi 4 tiếng còn 30% pin. Mạng 4G nhanh, Wifi tốt. 9/10 điểm",5,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/tecno-spark-go-2
r-58701475,thegioididong,Điện thoại Tecno Spark Go 2 3GB/64GB,"Đt thiết kế đẹp, mỏng, pin trâu nhưng mà mạng chập chờn nhiều và lỗi vặt nhiều. Với phân khúc giá rẻ chỉ có 2tr như này thì cũng tạm ổn rồi không đòi hỏi được gì hơn",3,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/tecno-spark-go-2
r-58878031,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Gần tới ngày trả kết quả thẩm định máy lỗi 27/11mình thấy lâu mình hay hỏi mà cứ hẹn tới hẹn lui mãi, ngày này hôm kia hôm nọ. Xong hôm nay hỏi tiếp thì bên bộ phận bảo hành kêu chờ thêm 710 ngày nữa mới có kết quả. Ủa hẹn tới lui mãi gần tới ngày nhận kết quả luôn, xong giờ hẹn 710 ngày nữa ai chịu Vấn đề kẹt nhiều máy thẩm định ko kịp gì gì đó thì đó là chuyện của tgdd, tui không quan tâm. Máy tui mua trả tiền thẳng sòng phẳng đàng hoàng, máy hơn 30trieu xài dc mấy ngày phát hiện lỗi đem đi thẩm định thời gian 15 ngày là đã thấy không vui tí nào rồi. Cũg ráng chờ dữ lắm rồi đó. Gio hẹn thêm như vậy là quá 15 ngày thẩm định rồi. Tui không chờ được nữa đâu nhe. Phải giải quyết liền cho tui. hoàn tiền ngay lập tức.",2,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58869706,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Mua ngày 25/10 thì phải. Máy mới, mà bàn phím lâu lâu thì giật giật. Có khi bấm không được luôn phải tắt nguồn lại mới được. Vào album ảnh thì chậm bấm vài ảnh xem đợi vài giây nó lại nhảy qua ảnh khác. Gần 31tr chứ k rẻ. Đề nghị kiểm tra, Dù đã đọc bình luận nhiều người đánh giá nhưng dùng iphone quen nên vẫn mua mà chán 13prm cũ dùng 4 năm còn mượt hơn.",2,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58868046,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Xài xịn khỏi chê luôn. Siêu thị 01 Cộng Hòa nhân viên dễ thương cực,5,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58866381,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Nhân viên tư vấn nhiệt tìnhGần qua 1 năm rồi giá iphone 16pm vẫn mức duy trìMáy mạnh tuyệt,5,Đã dùng khoảng 1 tuần,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58805306,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Tôi có mua điện thoại iPhone 16promax tại thế giới di động hồi tháng 2 dùng được vài ngày thì bị lỗi panicfull +resetcuonter mang qua thì nhân viên kiểm tra xác nhận đúng lỗi đổi luôn cho máy khác và nói lên mua thêm gói bảo hành 1 đổi 1 trong vòng 1 năm bất cứ khi nào lỗi mang qua thì được đổi máy vậy mà hôm 5/11 tôi đang dùng có bị reset lại máy vào phân tích thì có lỗi panicfull + resetcounter có 2 nhân viên cửa hàng 1 người bảo đổi 1 người kêu gửi về hãng trong khi lỗi hiện rõ trên máy chả hiểu kiểu gì,3,Đã dùng khoảng 9 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58781673,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Mình mới mua hôm 19/10 điện thoại để qua đêm không sử dụng vẫn tụt mất 8% phin,3,Đã dùng khoảng 2 tuần,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58781601,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Mua được cái điện thoại được tặng 3 phiếu mua hàng trị giá khoảng một triệu. Nhưng không dành cho cục sạc hay miếng dán, ốp lưng. Chọc điên tôi à.",4,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58776455,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Mới mua 4 tháng, muốn bán lên 17",4,Đã dùng khoảng 4 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58766911,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,mình đã mua đc 6 tháng h muốn bán để lên iphone 17 mong đc hỗ trợ,5,Đã dùng khoảng 6 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58763740,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Dịch vụ sữa chữa và bảo hành của apple quá tệ.,5,Đã dùng khoảng 6 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58755988,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Mình mới mua ip16prm 256g tháng 10 sạc 13 lần vẫn nguyên hộp bên mình có thu cũ đổi lên đời 17prm ko ah,4,Đã dùng khoảng 3 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58714333,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"quá tệ điện thoại lỗi đem ra đổi mà check thì bảo ko bị gì,ko muốn đổi cho khách hàng,thua xa dòng 11",1,Đã dùng khoảng 4 tuần,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58698428,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Rất tệ cách bảo hành của 1 siêu thị lớn, lề là lề mề, công bố chính sách bảo hành ko quá 15 ngày, nhưng rồi vẫn vượt quá số ngày cam kết, cầm tờ giấy hẹn đến cửa hàng nhưng cũng chỉ nhận đc những lời đùn đẩy đủ lí do, Tôi cần đc gặp nhân sự có quyền hạn giải quyết việc này cho tôi, thực sự bực bội",1,Đã dùng khoảng 11 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58690415,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Loa ngoài có vấn đề.lúc to lúc nhỏ.tgdd có kiểm tra cho mình ko.nhất là âm chụp màn hình.lúc to nghe rất rát.,3,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58662383,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Cho mình hỏi máy mình mua dùng đc 1 tháng , có dấu hiệu , máy đen nhưng có vài nốt chấm màu trắg lsao ạ",4,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58655938,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Mỗi lần đến địa đểm mới, Máy cập nhật wifi chậm, lâu vào được mạng",3,Đã dùng khoảng 2 ngày,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58654247,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Mình mới mua hôm 5/7/2025 sạc 58 lần pin 100% không trầy xước mới nguyên vỏ hộp còn nguyên tại thế giới di động giờ muốn bán lại đổi lên 17pro max 256G shop thu lại giá sao ạ,5,Đã dùng khoảng 2 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58654049,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Tôi mới mua 16 pro max màu đen 3 ngày trước giờ muốn đổi lại màu titan sa mạc bù bao nhiêu,4,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58650355,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,Máy bị lỗi gửi bh ngày 13/9đến 25/9 phản hồi hãng nhận máy đợi thêm 610 ngày nữa để ktra. Rồi ban đầu báo 15 ngày có máy đến hôm nay vẫn chưa giải quyết và hẹn tiếp mình đâu dư tiền để mua máy xong gửi bh hơn 1 tháng và không biết máy sẽ xử lí ntn làm ăn rất rất lè mề. Rồi sau đến 610 rồi hẹn tiếp thì còn gì là cái đt nữa chưa thấy bh mà gần 1 tháng. Bực bội hết sức. Cảm thấy không xử lí đc thì trả máy về để bên đmx họ xử lí ntn,1,Đã dùng khoảng 2 tháng,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58646359,thegioididong,Điện thoại iPhone 16 Pro Max 256GB,"Máy mới mua gần dduowjc 1 tháng, mà dùng lướt bình thường bắt wifi mà nhanh tụt quá. Sáng đầy mà dùng chưa đến 1 ngày đã hết pin",3,Đã dùng khoảng 3 tuần,https://www.thegioididong.com/dtdd/iphone-16-pro-max
r-58653751,thegioididong,Điện thoại iPhone 16 128GB,"Mua góp tiền thì thu rồi mà đợi xuất hàng gần 15p khó hiểu,mua ngày 28 về xem lại thì ngày kích hoạt máy là 27",1,Đã dùng khoảng 1 ngày,https://www.thegioididong.com/dtdd/iphone-16
r-58626538,thegioididong,Điện thoại iPhone 16 128GB,"Xin chào Xin cho hỏi Tôi mới mua iPhone 16 128G, đang dùng sang tháng thứ 2. Giờ muốn mua iPhone 17 256G thì nên chọn hình thức đổi trả hay thu cũ đổi mới để có giá trị cao hơn",5,Đã dùng khoảng 1 tháng,https://www.thegioididong.com/dtdd/iphone-16
r-58614855,thegioididong,Điện thoại iPhone 16 128GB,"Cho mình hỏi mình mua con iPhone 16 từ tháng 3/2025 giờ nó bị liệt nút tác vụ chụp ảnh thì có được bảo hành không và mang ra đâu ạ, mình ở hà nội",5,Đã dùng khoảng 5 tháng,https://www.thegioididong.com/dtdd/iphone-16
r-58611723,thegioididong,Điện thoại iPhone 16 128GB,"Máy mua mới dùng đc 1 tháng thì bị lỗi loa trong khi không rơi vỡ vào nước hay cấn móp gì, máy có mua kèm gói bảo hành 1 đổi 1 trong vòng 11 tháng củ cửa hàng, mang lên cái ttbh ủy quyền thậm đỉnh để đổi máy thì lại bị báo từ chối bảo hành và bắt phải bỏ tiền ra thay thế, xong ngâm máy của tôi hơn 2 tháng, tới khi thỏa thuận chấp nhận sửa máy thì lại bắt chờ 3 tuần liền. Tiền mất, tật mang, máy thì không có dùng, công việc thì ngưng trệ. Thất vọng toàn tập.",1,Đã dùng khoảng 3 tháng,https://www.thegioididong.com/dtdd/iphone-16
