review_id,text
63,máy ok mà mấy bạn. chơi game khỏe . pin châu nữa . rất tuyệt vs tầm giá. . chưa thấy lỗi gì hết
64,"máy hoàn thiện về mặt thiết kế cũng như hiệu năng, chơi pubg, tft mobile mượt mà, nhưng do sạc nhanh 30w nên lúc đầu hơi nóng"
65,máy mình dùng sau 3 tháng khá ổn định . về pin và hiệu náng sản phẩm này đem lại . không có nút 6 để mình ấn luôn . ae nên mua con này thiết kế vừa đẹp mà cấu hình cao chạy đa nhiệm tốt !
66,"nói chung điện thoại xài oke, chỉ có cái pin là ko ưng bụng lắm. pin sạc sáng 6h là 100 tới chiều 15h 16h cũng rớt khoảng 25 đến 30 mặc dù không dùng vào chơi game hay truy cập trang mạng khác chỉ thỉnh thoảng nghe gọi thôi mà cũng rớt nhiều pin đến vậy 4.000mah mà cứ như 3.000mah vậy"
67,"nhắm mắt ra mua , ai dè máy tệ ko thể chấp nhận được, giật lag đơ cảm ứng liên tục, nhân viên tư vấn thiếu nhiệt tình"
68,tuyệt vời.đánh giá trận thực.cùng ủng hộ thường hiểu viết để người vn mình có nhiều việc làm.
69,"mua cũng được gần 1tuaan sài khá ổn, dung lượng cao, pin sài khá lâu mà có cái muốn làm dì cũng phải vô cài đặt mơis được."
70,"điện thoại còn trong thời gian bảo hành, một loa bị hỏng, nhưng cần 10 ngày để sửa chữa là không thể chấp nhận. cẩn trọng khi mua."
71,"đã đổi đến con thứ 2 và đang định đi đổi con thứ 3. máy đẹp, cam cũng đẹp, dùng khá thích. cho đến khi nó đơ như cây cơ. máy mới mua vài ngày mà đơ đơ liên tục. con thứ 1 vừa đơ vừa chụp selfie bị lỗi, bouns thêm quả tụt pin thần thánh đổi con thứ 2, mượt được 2 ngày, giờ thì đơ, cam trước oke thì cam sau giở quẻ, chụp ảnh lạc trôi luôn, may mà pin xịn, dùng k nhiều lắm nên 2 ngày sạc 1 lần. giờ đi đổi cũng chả biết nên gởi lòng tin vận may của mình vào máy nào. bác nào xài con nào ngon trong tầm giá 5 6 củ cho e xin ý kiến. tks"
72,mới mua về sử dụng được 1 tuần mà sao mình thấy mỗi lần đăng ảnh lên fb hay instagram thì ảnh đều bị vỡ bị mặc dù ảnh lúc chụp rất nét không biết có thể đổi trả được k
73,"lần đầu mình xài điện thoại oppo, nói chung là không mượt như quảng cáo, mình mua giá 13,9 triệu, không đáng với giá đó, chụp ảnh cũng không đẹp."
74,sau 1 tuần sử dụng pin cũng bình thường camera hơi xấu .lướt wed chơi game ở mức độ tạm chấp nhận được. máy ram 6gb mà chạy đa nhiệm cực chán chỉ được bộ nhớ trong của máy lên tận 128 nên không lo bị đầy theo đánh giá của mình trong tầm giá này vivo y19 thua máy khác về mọi mặt
75,"máy dùng rất ổn, nhưng chơi ff không đc nhạy cho lắm, khá ổn rất đáng vs giá tiền"
76,rất là ok. nhân viên phục vụ xinh gái. cảm thấy tuyệt vời về mọi chức năng. game các thứ rất ok. loát ap fb hay mess ytb rất nhanh. màn hình to coi phim rất đã. camera thì không đẹp lắm. nhưng mà dô app lightroom chỉnh lại thì tuyệt vời. mọi người nên mua sp này
77,"may sài con media, chip của đài loan mau hư may và choi không nổi vô game hay bị đơ, dc cai chup hinh đep bền ngoai con ben trong thì sai khong ok, pin mau tuột ,sac thi nhanh nóng máy ,thay k gi nổi trội"
78,sử dụng đc hơn 1 tháng cảm nhận mọi thao tác thông thường đều mượt xem phim lướt web thời gian dài pin vẫn k ấm lên ... chơi game thì chỉ ấm lên một tí... nếu chỉ xem ytb và web thì dư một ngày ... chơi game đc tầm 20 trận liên quân pin vẫn dư 40 có đều chip này chỉ chơi mượt ở mức trung bình nếu sd wifi thì full đồ họa đc... nói chung bá đạo trong tầm giá vì sở hữu camera tốt nhất trong tầm giá màn hình sắc nét nịnh mắt
79,"mới mua hôm nay ở shop tại cát tiên lâm đồng. nhân viên tư vấn quá nhiệt tình và hiếu khách, cực kỳ ấn tượng. nói chung máy cực tốt nhưng về phần cập nhật thì crom không thể cập nhật được trong khi tất cả ứng dụng đều cập nhật được!"
80,"sài chưa được 6 tháng thì máy lâu lâu máy bị đơ.wifi thì yếu.sóng gì cũng yếu.đang sài tự nhiên đứng máy ln,bấm nút nguồn mở lại mới sài được...chán vãi...."
81,sau 20 ngày sd thấy chơi game khỏe không nóng nghe nhạc hay pin khá trâu camera trước không được ưng cho lắm
82,máy bị đơ màn hình khi chơi pubg va liên quân cho hoi xin doi may dc ko con moi thu deu on xai ok
83,máy rất kem khi chưa dùng được chưa được 1 tháng máy bị lỗi xuống đổi lại máy khác nv ko cho đổi.thật sự máy dùng rất bị lỗi
84,mặc dù chưa mua nhưng thấy tốt cho 4 nếu mua về thấy tốt thì cho luôn 5 sao thấy pin 5000 là ưng rồi đó
85,"đã dùng thử,cảm giác rất tệ, lần đầu dùng đc 2 ngày ra đc đổi 1 cai redmi mới, sản phẩm lỗi"
86,bắt sóng wifi rất kém hi vọng ra bản cập nhật sắp tới và cam hơi nhoè pin tạm ổn pin này là lipo mn nên tham khảo trên gg
87,"loa điện thoại quá nhỏ.. 1 thág trở lại đây liên tục gặp tình tình trạng âm thanh kém full hết cở mà nghe nhạc,gọi điện thoại,gọi zalo,nói mic trong game đều rất nhỏ phải đeo tai nghe.. quá tệ"
88,mua máy được 15ngày...sử dụng thấy ok trong tầm giá.chỉ là thi thoảng lỗi camera vs lỗi cuộc gọi...còn lại thì mình không ý kiến gì nữa.
89,"máy đẹp, cảm ứng rất nhạy, màn hình to, âm thanh rõ lướt mượt, bắt sóng wi fi cũng như 4g tốt với mức giá. anh quản lý ở tgdd 1197 cmt8 tp. tây ninh lịch sự, dễ thương"
90,"đt sài rất tốt luôn,pin trâu nữa,nhân viên nhiệt tình,không có chỗ nào để chê hết"
91,"máy giá rẻ, cấu hình cao, thương hiệu oppo cũng lớn, đang có chương trình khuyến mãi."
92,sản phẩm rất ok nhân viên tgdđ gia bình bắc ninh rất nhiệt tình người việt dùng hàng việt
93,"màn hình to, camera thì cũng ổn trong tầm giá, về pin thì sạc nhanh và mình lướt fb zalo mess rồi xem phim trong 3 tiếng mà tụt có 20 , phải nói là pin trâu cực. chơi game thì pubg hay call of duty thì mình max setting mà không giật hay nóng gì cả, trong tầm giá 6tr thì không đối thủ nha. bạn nào còn lăng tăng thì mua liền còn kịp mình đánh giá cao sự ổn định của nhà xiaomi. sau 1 ngày mình trải nghiệm thì khá là hài lòng, mình sẽ sử dụng thêm vài ngày nữa rồi đánh giá tiếp cho mọi người xem"
94,ngon bổ rẻ trong tầm tiền. ủng hộ hàng việt . cảm ơn bác vượng nhiều lắm. mong một ngày doanh số vượt mặt các hãng made in prc
95,"máy bắt sóng wifi , 4g quá chậm gui tin nhắn zalo wechat có lúc gửi ko đi, hoặc lâu mới nhận được tin nhắn pin thì xai nhanh hết ."
96,"sản phẩm tốt, nhưng pin không trâu như mình nghĩ...xài cả ngày 2,3 tiếng chỉ lướt fb mà pin tuột quá mau"
97,"cảm nhận sau gần 1 tháng sử dụng máy. máy rất oke về mọi mặt. thiết kế lẫn cấu hình đặc biệt là sạc rất nhanh, 30w sạc chưa tới 1 tiếng máy đầy pin,bin khoẻ, chụp hình là khỏi chê rồi. hỗ trợ chụp đêm, rồi chụp chân dung, quay phim siêu chậm nữa, mê cực, chiến game khỏi nói ,chạy snap 720g là ngon rồi. khỏi chê j nữa. màn hình đẹp. 8.490 đág với máy. các ôg có đg định mua máy thì nên tham khảo mua dòng reno 4 này nhé.v"
98,chất lượng rất tốt. giá này mua em này là quá ngon luôn. luôn ủng hộ hàng việt chất lượng
99,chưa biết cách khắc phục tình trạng pin tụt từ 100 xuống 87 sau 1 đêm không sử dụng để chế độ máy bay rồi
100,nói chung dùng ok máy hơi nóng xíu và camera tạm ổn thôi chưa hoàn hảo cho lắm thua xa con xiaomi mi 9t
101,"thích nhất là samsung từ khi còn là đt cùi bắp, theo đến bây giờ, nhưng giờ khá thất vọng khi ss liên tục ra sp liên tiếp để cạnh tranh nhưng ko quan tâm đến chất lượng máy máy bắt sóng yếu, hay bị đơ, nóng máy, vân tay ko nhạy . ko biết ss khi nào chịu lắng nghe người tiêu dùng đây."
102,"máy bị lỗi vân tay lúc thì đc lúc thì ko được, gặp vấn đề nặng trong việc nhận tin nhắn trên zalo và messenger quá thất vọng về vsmart"
103,"mình mua tháng từ 12 2017 đến nay dùng vẫn ok, máy chưa vấn đề j hết, pin còn 87 . rất trâu bò!"
104,"tuyet voi có đều pin tuot nhanh quá ... sac xog dep 15 phut là xuống 2 roi, có mở wiffi thôi có ai giống tui không"
105,"đã dùng 7 tháng, điện thoại vẫn mượt, sạc nhanh, chơi game thì ok khỏi bàn, kiểu dáng đẹp, nchung nên mua"
106,có một số đánh giá.theo như mình d trại nghiệm.mấy này giá như vậy là qua tốt.chập hết tất cả các hàng dc như vậy ko mà.mn đòi hỏi đủ thứ
107,máy tầm tiền này rẻ mà thiết kế đẹp lắm mọi người ạ chip khoẻ lắm
108,sau một thời gian sử dụng thì có nhận xét như sau . pin quá tốt sạc pin đầy thì chơi game chán chê luôn . độ ổn định phần mềm rất tốt . cammera chụp đẹp . nói chung tầm giá này dùng rất tốt
109,"sản phẩm tốt ,pin trâu mới mua đc nữa ngày có điều cam hơi lồi nhân viên phục vụ tận tình"
110,samsumg a70 với con k20 con nào ngon hơn vậy để chơi game lien quân lướt fb vs xem youtube khoảng 1 ngày
111,mua máy mới mệt mà giao thì giao máy đã sử dụng qua... yêu cầu đổi máy mới .......yêu cầu đổi máy mới
112,"đt kém chất lượng, đt sạc nhanh mà sạc lâu quá, sạc 2h 120p mà dc 30 pin, có khi dang sạc mà bị tuột pin."
113,"mình mới mua hqua, khi mang về thì dth đã hết sạch pin nên sạc đầy sử dụng khoảng 20p đã hết 30 pin, để đến sáng tự sụt còn 9 trong khi ko sd gì, như vậy là sao nhỉ tgdđ"
114,sau e vô chplay tải chương trình về mà tải để đang xác minh không àh máy thì sài cũng ok
115,"máy đẹp, hiệu năng tốt. đợi sử dụng một thời gian xem thế nào. chỉ có nhiêu đây thôi d"
116,"tôi mua chưa đươ c 1 tha ng ,mo i thư đê u tô t . duy co pin mau tuô t khi nghe nha c, lươ t wed ! sa ng đâ y pin. nghe 5 ba i ha t co n 80 pin va ma y no ng lên...! ko biê t sao. ko le đi đô i ma y vi chưa hê t tha ng đô i!"
117,sản phẩm lổi của samsung. thất vọng. mua về mún quăng đi. vào nhắn tin mà cứ như đóng phim chậm. cảm ứng quá tệ
118,mua đc 3 ngày ... sd thấy rất ok ...nói chung ổn ... hợp túi tiền... cảm biến vân tay rất nhạy...
119,"máy xài tốt, mượt, sạc rất nhanh, pin trâu, mình dùng tác vụ bình thường zalo, fb, youtube thì được 1 ngày rưỡi. camera thì đẹp ảo ."
120,"mấy cái đời a này có mua nghe gọi chơi chứ nếu mà có ý định chơi game thì đưng mua,,,màn hình cảm ứng dở thì bao luôn,,dùng lúc cảm ứng như bị chạm,...mỗi l6n vậy phải bấm nút nguồn cho tắt màn hình rùi mở lại ,,,chối"
121,"máy xài rất ổn, pin dùng trong 1 ngày, máy mượt mà không bị giật lang như các máy dòng android. bỏ ra số tiền cũng xứng đáng"
122,"mượt, mình thích khả năng chống nước của sp này, đã test thử và hài lòng. các bác cứ nói màu sơn không bền nhưng mình ko dùng ốp đến giờ lớp sơn vẫn long lanh ko có bị tróc"
123,máy camera 48 mà chup hình dở pin tụt nhanh mạng yếu thực sự thất vọng dòng xiaomi chỉ đình đám và khoác lác thôi
124,"máy ngoại hình đẹp chơi game cx tạm ổn , mấy bạn chơi game nặng chịu khó chỉnh đồ hoạ cho phì hợp chứ chỉnh maxseting rồi bảo giật"
125,"tất cả đều tốt nhưng pin 4000 tụt nhanh quá. lướt fb nửa tiếng thôi mà tụt gần 20 , tắt mạng để qua đêm cũng tự tụt pin"
126,"dòng này của samsung thất bại rồi. cảm ứng bị lỗi đa điểm, pin 4500 mà tụt nhanh. hy vọng có bản vá sửa lỗi."
127,"mua chưa được 2 ngày sạc ko vào mang ra bảo hành báo lỗi rêu chân sạc đổ lỗi cho người dùng làm zính chất lỏng, ko bik chất lỏng ở đâu ra nữa ... đổ lỗi thì chịu thôi ... cơ mà 4 ngày rồi không giải quyết sớm cho mình.... chán quá... 10tr mua 1 sản phẩm kém chất lượng.... thất vọng tràn trề.... người việt nam đem hàng kém chất lượng bán cho người việt nam...."
128,quá ngon ! quá đẹp ! đc trải nghiệm ngay hôm nay ! mọi người có phân vân thì tầm 5.990.000 ngon hơn oppo realme vivo rồi !
129,mình mua con redmi note 7 qua 2 tuần sử dụng máy ko có một lỗi nào cả mình thấy rất tốt so với tầm giá phải nói là tuyệt vời tgdd phục vụ nhiệt tình
130,trên cả tuyệt vời trong tầm giá thiết kế đẹp sang trọng pin sử dụng hai ngày mới hết dù bật mạng 24 24
131,"sim mobi của mình k đọc, dù sim viettel dù đổi từ 1 qua 2 vẫn ok, nhưng sim mobi lại k hiển thị"
132,"sạc 3h15 là tùy thôi, chứ để đt 0 lên 100 thì tổn hại máy lắm, máy chơi game tốt thì phải công nhận lúc đầu mk mua chỉ để chiến lq thôi, nhưng bị rủ rê thì mk đã qua pubg lúc đầu mk sợ nó ko vô đc game nhưng nó vượt ngoài mong tưởng của mk. vs tầm giá này mà em nó đã cho trải nghiệm thế này là quá tuyệt vời rồi. trải nghiệm 2 tháng của mk"
133,máy này dùng chưa tới 6 tháng đả giật lác rồi..không hiểu sao mua ở thế thới di động rồi còn có điện thoại đểu như v của rẻ tiền có khác tưởng đâu là dùng ngon ai ngờ.
134,"mình mua được 1 tuần rồi, mọi thứ ok chỉ có pin là tụt hơi nhanh, xem video lại càng tụt nhanh nữa."
135,dòng máy này quá tuyệt. pin sài 5 giờ chiều . đến 22 50 phút mà vẫn còn 30 pin. goi video . xem youtube. choi games liên tục. tôi rất thích . cảm on shoop nhé
136,"đã mua 3 ngày. so sánh với vsmart live và huawei 2i đã sử dụng pin rõ chán. tần suất sử dụng ít hơn hẳn mấy cái trước mà pin làm mới nửa ca còn 20 pin. chỉ zalo, lâu lâu lướt face, game cờ tướng nhẹ, youtube nếu so ngang pin máy 2f này bằng một nửa máy đã sử dụng. còn cấu hình mượt đẹp, chụp hình cũng tốt."
137,"không như mong đợi, pin tuột quá nhanh,từ 10h tối đến sáng tuột 30 pin,trong khi k xài gì hết."
138,"rẻ, chiến đc tất cả các game mà k sợ lag, loa nghe ấm, nói chung ok. hàng việt như thế là quá ngon"
139,sản phẩm sài cũng tạm thích cái camera và pin trâu. còn đt đang sài ko biết có bạn nào giống mình ko lúc sài ứng dụng nhưng dể một lúc thì tối bấm hoài không lên. để lúc mới lên cài nhạc chuông cho điện thoại hay bị mất
140,"sản phẩm không như mong đợi, cảm ứng nhảy lung tung không mượt, thua máy m20 mua mắc gấp đôi, không biết có phải bọ lỗi cảm ứng không nữa."
141,"quá tuyệt!!! mình dùng samsung a50s nhưng rất thất vọng, nhờ nv tư vấn nhiệt tình mình chuyển sang dùng mẫu này của oppo và thực sự đây là sản phẩm rất vừa túi tiền mà cấu hình lại cao hơn rất nhiều so với các mẫu của samsung."
142,mua đc 1 tuần dùng mượt .....camera có miếng dán k ad vì camera nó lòi ra quá sợ trầy
143,mình mới mua chiều nay cũng khá tạm ổn
144,bình thường thôi máy đắt quá mà nhận lại thì ko giống giá sạc pin chậm chụp ảnh ok nhưng ko có chế độ làm mịn
145,ko hiểu sao máy em mua về chơi zing speed mobile cứ bị đơ dạ shop mong có cách khắc phục ạ hay là do chip mới nên chưa tối ưu
146,"vư a mua trưa 11 05, đa nh gia sơ bô tra i nghiê m ban đâ u râ t tô t, cam chu p cư c ne t, co n tô ng thê vê lâu da i thi pha i chơ xem thơ i gian tơ i như na o...! ta m cho 4 va thêm 1 vi nhân viên tư vâ n cu a thegioididong hô i an râ t nhiê t ti nh!"
147,"mình chỉ mới mua về chưa được một tháng mà bị lỗi này, không chỉnh lại được, mong thế giới di động hỗ trợ giúp"
148,rom 32gb mà mua về chẳng tải dc mấy ứng dụng đã gần đầy r là sao phần mềm máy chiếm gần 20gb rồi
