review_id,review_text,rating
38,máy chs game khá mượt.pin trâu mọi vấn đề đều ok sản phẩm trong tầm giá này là quá tuyệt vời,5
39,"điện thoại đẹp, màn hình rõ, nghe gọi ok, chụp hình cũng đẹp, giá tầm này thì quá ok rồi. nhân viên tgdd thoại sơn an giang thì cực kỳ dễ thương luôn",5
40,"xài ok, máy mượt, chụp ảnh đẹp, sạc nhanh mà sao nhiều bạn chê tào lao quá. pin 4k mà xài 1 ngày vầy là tốt rồi",5
41,"với s20 ultra mức giá này bằng với oppo find x2 thì nên mua find x2 vì oppo hơn hẳn con ultra về cấu hình, màn hình, pin và tốc độ sạc. ultra chỉ hơn được về chụp ảnh thôi, còn oppo find x2 max mượt, max phê",4
42,máy mới mua về xài được 10 bựa tự tiện bị đo treo logo 10p sau mới khỏi ding lại được. tính năng chụp màn hình nứt nguồn với giảm âm lượng không chụp được,1
43,"sau 1 tuần sử dụng thì mình đánh giá như sau, về camera thì thấy cũng bình thường, cam truớc không được tốt lắm. cấu hình không bằng con vsmart 5tr. máy đẹp, nhẹ, mỏng. pin cũng tạm, mỗi ngày sạc pin 1 lần. bạn nào mua vì màn đẹp vs camera thì nên mua. còn mua để chơi game thì ko nên lựa",4
44,sản phẩm không có tai nghe hả bạn mình mua mà bên tgdd noi la k có tai nghe có đúng vậy k ạ,1
45,sản phẩm đẹp. tuyệt vời. hi vọng trong qtrinh sd k xảy ra lỗi. nv nhiệt tình. ms,5
46,"mua lâu rồi. vân tay quá kém dí mãi mới mở đc, chơi game vd liên quân thì cảm ứng ko nhạy rất kém, máy thì rất nóng nên thỉnh thoảng bị đơ 1 tý ko phải do mạng hay fps lúc chơi , loa ngoài chơi game khá nhỏ. nếu bạn nào hay chô game nên chọn con khác chứ con này sang chảnh thì đc.",1
47,"máy rất ok,mượt,chơi game quá đỉnh.có đều pin hơi tụt nhưng cho là ok.vừa vs túi tiền ok.",5
48,note10 . bin rất tệ. máy ko xài vẫn tuột phần trăm. vừa sạt đầy 100 pin. để đó ko xài từ ság tới tối về nhìn lại còn 40 vậy 60 pin kia ko làm dì mà sao mất nhỉ. máy mua dk 1 tuần rồi. pin rất tệ,1
49,mình vừa mua dùng chơi game thì khỏi nói nhưng còn về xem phim trên youtube bật sd rất mờ so với điện thoại khác bật sd,5
50,máy rất xịn thứ nhất chơi game mượt với chíp snap thứ hai pin trâu xài cả ngày mà còn 50 thư ba màn hình đẹp chụp hình sáng,5
51,"sp tuyệt vời chắt mua em nó quá... vì chán hàng made in china rồi, người việt dùng hàng việt.",5
52,mình mới mua hồi chiều .minh vo cài đặt tìm ram mà không thấy cho mình hỏi ram nó nằm ở đâu vậy,5
53,"mọi thứ xài thì khá ok, chỉ có pin tuột nhanh kinh khủng, không xài cũng tuột 100 chực được 5p là còn 95 ý là không chưa game đó",1
54,thấy mọi người đánh giá nhiều lỗi nhưng đó là do phần mềm lúc các bạn đó mua máy là phần mềm chưa cập nhật. mình mua máy được một tháng và dùng rất ok không một lỗi nào vì xiaomi đã update phần mềm fix lỗi hết rồi. các bạn yên tâm mua nhé .,5
55,"dùng tạm tạm , camera quá tệ , phần mềm thì cài các ứng dụng mặc định như vinid ,mua sắm...quá nhiều , mua điện thoại để dùng cá nhân chứ không phải mua điện thoại để vinmart quảng cáo . giá rẻ không đáng bỏ tiền mua",1
56,máy mượt pin trâu nhưng xạc pin mà nó cứ ấm ấm z có nguy hiểm không ad ngoài ra thì rất tốt,5
57,cho e hỏi máy mua được một năm r nhưng dạo gần đây pin hay tụt nhanh lắm.giúp em cách khác phục với,5
58,sản phẩm xài tốt 2 tháng rồi mà chưa thấy lỗi nào xài rất tốt chơi pubg và call ò duty mobile đều max seettings ko gật lag nào hết,5
59,mới mua đc 15 ngày. xài tạm ổn nhưng pin tụt nhanh. máy sạc bị nóng.mới mua mà chưa gì máy đã bị nóng. còn lại ổn,3
60,"pin sạc 3 tiếng từ 15 100 pin trâu camera chụp hình khá đẹp trong điều kiện sáng tốt, có chế độ chụp cảnh buổi tối khá tốt cảm biến vân tay rất nhạy những thao tác xem phim, nghe nhạc, lướt web đều mượt quay phim chống rung tốt loa vừa đủ nghe, ấm màn hình hiển thì rất nét mình k biết là do rổ hay gì đây là những đánh giá sau 2 ngày mình sử dụng, đây là điện thoại tốt trong tầm giá trên 3 triệu, không nên đòi hỏi nhiều về game hay những thao tác nặng hơn",5
61,good máy dùng mượt pin thì hơi kém tí nói chung ok nhân viên nhiệt tình thanks thế giới di động,5
62,"quá thất vọng, mời mua 2 ngày mà xài cảm giác quá tệ luôn, thua cả con j7pro mua năm 2017. pin thì nhanh hết chỉ vào zalo, fb thôi xài 1 buổi bình thường mà hết 50 pin. còn bắt sóng wifi, 3g kém, chat zalo có nhiều lúc không nhận được tin, hoặc lâu mới nhận được. còn kiểu dáng, camera, tốc độ thì ok. đề nghị samsung xem lại!",2
63,sản phẩm rất tốt. chơi game rất tốt . pin trâu . mỗi tội ứng dụng của máy dính quảng cáo quá nhiều . trong phần cài đặt cũng có quảng cáo của gg chèn vào .,5
64,sai lầm khi mua đt này ghê ă. nghe nv tư vấn xoq mua lun về xem lại cấu hình mới thấy chán. tầm giá này mà màn hình chỉ mức hd . sử sụng chip rất yếu chơi game thì giật liên tục.,2
65,"mình mới mua chiếc điện 3 gb chiếc màu tím . với mức giá như thế này thì các bạn nên mua một chiếc cho bản thân . chơi game mượt, loa tốt, wifi ổn, các tác vụ bình thường thì ok",5
66,thiết kế đẹp. so với giá thành thì chất lượng cực ổn. mình đi du lịch cầm con này theo selfie rất ưng ý.,5
67,sao mình sài đc 1 tháng thì bị hư lỗ cắm tai nghe và khi gọi cho người khác thì màn hình bị tắt,3
68,"mua máy dc 1 tuần. đối với 6 triệu thì máy quá ok. mọi thứ đều hoạt động mượt mà. đặc biệt pin trâu. xài 2 ngày mới cần sạc pin lại. mình dùng toàn 3g, k dùng wifi, ít chơi game, chỉ facebook, zalo, youtube, thỉnh thoảng có xem phim mà đến tối muốn cho hết pin để sạc mà k hết dc. xứng đáng số tiền bỏ ra.",5
69,"điện thoại khi tin nhắn tới lâu lâu sẽ nghe nó bị rè rè , âm thâm tin nhắn như bị đè nén đi",4
70,ứng dụng văn phòng rất chán đặc biệt ng sử dunbj email làm việc như mình. còn chơi game vs lướt web thì chấp nhận đc. pin khoẻ,3
71,khá ok ngon về mọi thứ màn mượt.pin khỏe . sạc maxx sướng.cảm giác phê lòi..... hơn hẳn ss về mọi mặt.hehe,5
72,"hên ghê. lúc mua em này được giảm 700k giá ưu đãi 2tr990. mua 2 ốp lưng giá 90k thêm khách hàng thân thiết giảm thêm 150k nữa nên tậu luôn cái tai phone. nói gì nói chứ thấy máy chạy mượt mà sao nhiều bạn lại chê. mình không chơi game nên như vậy là quá ok rồi. nhân viên nhiệt tình,vui vẻ.",5
73,mới mua cách đay mấy ngày thật sự rất tệ. load hình quá chậm và nhảy màn hinh.loa nghe nhạc qua nhỏ,1
74,máy dùng tạm được. đang dùng quen ip sáng máy này thì ko ưng về cảm ứng và chất lượng video. xem nhiều gây nhức mắt. được cái pin khoẻ. dùng cả buổi sáng hết 8 .,3
75,đánh giá sau 1 năm sử dụng thì chơi game cực đã vì pin trâu sạc nhanh hiệu năng tốt chụp ảnh ở mức bình thường đủ dùng để làm việc chứ k dùng vào việc sống ảo hay chụp chuyên nghiệp được update phần mềm thường xuyên nhược điểm lớn nhất của phần thiết kế là camera lồi quá nên bị xước màn hình siêu bền với gorillas 3 điều ghét nhất ở máy này đó là wifi hay bị lag kết đáng mua trong tầm giá này,4
76,máy bỏ túi hay bị chụp màn hình loạn xì ngầu. máy mới nhưng loa rất rè. có ai bị giống mình không,3
77,"đừng có mua nếu ai đó đang dự định mua. sản phẩm xài 1,2 tháng có dấu hiệu đơ máy, cảm ứng lâu lâu không nhạy. nói chung rất thất vọng khi mua. nói trước kẻo mốt ôm hận.",1
78,"sóng sánh kém lắm,giữa đất thị trấn mà chỉ đc 2 3 vạch. wifi vào phòng trong cách khoảng 5m mà bắt đc 3 vạch. đã gửi đi hãng thẩm định. pin qua đêm tắt hết ứng dụng,mạng mà sáng dậy tụt 12 . chơi liên quân đôi khi vẫn bị khựng lại chút.đc cái màn nét.",2
79,"mọi thứ đều ổn, trừ đánh thức cảm ứng màn hình khi lên lúc thì không.. phải sài nút bấm nguồn",3
80,"huawei p30 lite sẽ sở hữu màn hình 6.15 inch độ phân giải full hd với phần notch kiểu giọt nước, tích hợp chip kirin 710, viên pin dung lượng 3.240 mah hỗ trợ sạc nhanh 18w và được trang bị cụm 3 camera 20 16 2 mp",4
81,ok tất mỗi tội loa hơi nhỏ 1 tí và màn hình xem phim k mỏi mắt nhưng hình ảnh k được mượt cho lắm . còn chíp thì antutu đc 288k điểm mạnh . hơn hẳn 730g,4
82,"mình cảm thấy oppo ko mượt như quảng cáo, máy mình sử dụng bị lỗi ứng dụng sau 15 ngày và phải đổi máy khác, chụp hình mặt như bị sưng ko đẹp. ko đáng bỏ ra gần 13 triệu.",5
83,tôi rất thích sản phẩm này với tâm già 8990 khó có còn nào lại nó vẻ ngoài hình lẫn chức năng,5
84,pin tuột hơi bị nhanh đấy. chỉ lướt fb. bật tiết kiệm pin mà có 10p từ 90 còn 84 . cảm biến vâng tay tạm thôi . chụp hình đẹp. chỉ k hài lòng về pin của con này thôi. bù lại sạc nhanh nên cũng đỡ,4
85,cảm nhận của mình khi sử dụng a70 thật sự quá tốt mình cũng sợ lỗi này nó khi tham khảm nhiều ý kiến nhưng khi mua rồi thật sự không có gì để chê trách pin trâu màn đẹp xem phim chơi game rất thích đặc biệt viền bezel của máy rất mỏng ae nào còn lăng tăng hay vẫn tham khảm thì mình nói thật nên mua mà trải nghiệm mới biết được máy như thế nào đâu phải một máy lỗi là tất cả đều bị lỗi đâu riêng mình đánh giá e này rất tốt so với tầm tiền này bỏ ra nhé,5
86,"máy ok. chỉ có hơi thất vọng về pin và không có tấm dán màn zin, dùng tấm dán film cảm giác k mượt. thái độ phục vụ rất tốt. cho 4",4
87,"máy mới nghe gọi to rõ ok . nhân viên tgdd rất nhiệt tình rất thích, máy tuy nghệ gọi những đây đủ chức năng. nghe nhạc to khá hay.",5
88,"máy dùng ok pin trâu, nhân viên tư vấn nhiệt tình... chất lượng đúng với giá thành,",4
89,"quá ngon mọi người ơi. ủng hộ bác vượng đi nào v , pin trâu mượt mà, nhiều tính năng thú vị, đặc biệt là trả lời tin nhắn nhanh như trên wp 10.",5
90,"dùng được 3 ngày, mọi trải nghiệm tuyệt vời, pin ổn, màn hình rất tốt, không hề xấu hay rổ. duy nhất khoảng chụp ảnh xóa phông vật thể làm chưa tốt, chắc do thiếu camera tele",4
91,"điện thoại mọi thứ đều ổn , chỉ có cảm biến vân tay và pin hơi tệ so với giá này !",4
92,"ngày đầu mua về là đã bị lỗi... mở mạng bị đơ, dag nt hoặc đang xem youtube fb lướt nhảy out là ngoài nhiều lần như vậy,, ai cũng nói màng amoled đẹp thấy chả có gì là đẹp, chụp hình thì tệ,, xấu.. nhất là gọi video ,,,, thua xa con oppo f7 nửa ai mà mua nhu cầu chụp hình thì đừng mua dòng này,,, ,, bin 4015 cũng như bằng 3600 của f7 thôi... chỉ đc cái sax nhanh... và đã đem đi đỗi....",3
93,mới mua được hơn 1 tháng màn hình bị lỗi có 1 chấm xanh trên màn hình. cảm ứng hơi đơ. loa hơi rè rè. mình sẽ đến điện máy xanh để bảo hành màn hình.quá buồn cho một cái giá cao mà đổi lại k hài lòng. cảm thấy hối hận khi mua máy.,1
94,máy bị lỗi kết nô i bluetooth đã đổi máy mới nhưng vẫn bị tình tra ng kết nối chập chờn chưa bao giơ sài samsung mà lại ko hài hài lòng như bây giờ,3
95,điện thoại khá tốt pin trâu khá mượt bắt wifi cực tốt chỉ là thỉnh thoảng máy bị đơ phải thoát ra vào lại và máy ko cập nhật lên miul 12,4
96,"lúc trước nghe bảo điện thoại chơi game nóng, nhưng mua về chiến liên quân 3 4h liên tục thì chỉ thấy ấm không nóng như lời đồn, những thứ khác thì vũng chẳng có gì để nói vì quá ngon rồi",5
97,"1. máy nếu không chơi game, lướt web..., ít sử dụng thì giữ pin cao nhất được khoảng 1 ngày 16 tiếng tính luôn cả lúc ngủ nhé vì khi ngủ thì chẳng động gì tới . không được 2 ngày như mn nói đâu 2. nhạc nghe cứ cà giật cà giật rất khó chịu luôn 3. quay video bị mờ chán còn lại okie",3
98,"nói chung là khá ổn với mức giá đó, có nhược điểm là selfie 8.0 mà như 5.0 vậy k lấy đc nét chuẩn như con a5s",3
99,cam ứng lúc được lúc không pin thì hơi mau hết. nhưng được cái sac nhanh không biêt mai mốt câp nhật nó hết không nữa,3
100,mọi người suy nghĩ kỹ trước khi nên mua thứ nhất là bắt sóng yếu thứ hai là camera lâu lâu bị lỗi chơi game thì bị giật lát ram đa phần là ram ảo áo không như mọi người nói đâu trước khi mua mọi người nên test tại cửa hàng thế giới di động để có chất lượng như mình mong muốn rồi hãy mua,2
101,"pin trâu, xạc nhanh, chiến game ngon, nhưng bắt sóng quá tệ. đang xài bị rớt xuống mạng e, tắt nguồn khởi động lại vẫn vậy",3
102,"chơi game ở mức ổn định nếu cấu hình trung bình, lâu lâu bị lag, pin xài lâu, sạc pin nhanh. giá 8 triệu như vậy cũng ok",4
103,"sản phẩm thiết kế rất đẹp, giá chính hãng, bảo hành rất tốt, pin dùng cả ngày đi làm mà ko hết, chụp ảnh đẹp tuyệt vời",5
104,k bk do bản cập nhập bị lỗi hay k mà càng ngày xài thấy càng lag dt ra . hôm nay nt messenger còn bị lag soạn tin xog mà chữ chưa dk đánh xog nữa . bỏ sô tiền cao mua sản phẩm này thấy thất vọng quá .,2
105,hai buồn máy ko như ý mua 1 tuần pin ko trâu vân tay thì ko nhạy tuy khóa màn hình mà sơ hở chưa tắt khóa là bị loạn cảm ứng gọi lung tung hết tiền và phiền haizz sai làm khi mua con này. nhân viên tgdd vui vẻ nhiệt tình chê máy ko chê thái độ phục vụ,1
106,sao em mới mua ma tụt pin nhanh vạy mà sắc pin lại nhanh pin ko trâu j het. xài đc 30 thì tụt 10phan trăm pin roi,1
107,"loa ngoài lâu lâu bị rè không biết là do phần mềm hay phần cứng vậy, tắt màn hình mở lên lại hết..",3
108,"cảm nhận sau khi sử dụng 5 tháng... máy ok tốt, pin lâu cấu hình chơi game ổn, có 1 điều camera ko đc tốt..... xị hếttttttttttttttttttttttttttttttttttttttttttttttttttttttttttt",5
109,mới đầu sd thi ổn . sau cảm ứng chạm . giật lác . treo máy thường xuyên . gọi zalo ma cũng bị treo máy . nghĩ mà chán,1
110,"máy đẹp, màn to tràn, mượt, trâu. nv nhiệt tình, vó quà tặng galaxy, đi ăn lòi mảng họng. cho 4 sao vì máy mua cho phụ huynh",4
111,"minh dung con note .lô i phâ n chân sac pin,no ti ch hơ p qua nhiê u ư ng du ng công năng vi thê thơ i tiê t â m ươ t la ko sa c đươ c pin.mơ i mua ma y va i hôm sa c pin không va o ra ho i ttbh ss.no tra lơ i lô i ro ngươ i du ng bi di nh nươ c ,tư vâ n mi nh thay cu m chân sa c nê ư đô ng y pha i thanh toa n hơn 1tr.",1
112,note 8 pro trừ cái sài 3g chơi game lag kinh khủng.. còn lại ok hết... pin trâu..,3
113,camera trước sau quá kém.48 chấm mà ko bằng 16 chấm của samsung.còn mọi thứ rất tốt.tạm chấp nhận với giá tiền đấy,4
114,"mình dùng được 7 tháng. đánh giá cũng khá mượt chơi game cũng ok. nhưng chức năng rung báo cuộc gọi bé nhiều khi đút túi quần k phát hiện ra, đôi khi lỗi cuộc gọi không nghe thấy đầu dây kia nói gì phải khởi động lại. không tắt được chức năng báo tin nhắn trên zalo mình tìm khá nhiều cách mà chưa đk",2
115,"xài một tháng, mượt, sạc nhanh, pin trâu, chụp ảnh tạm ổn, chơi game các kiểu kg nóng nhé.tóm lại vô đối trong tầm giá.",5
116,cammera chụp nên để tỷ lệ 1.1 hoặc 3.4 thì ra bức ảnh khá ok cấu hình chạy ổn mượt nhưng chơi game hơi nóng máy,5
117,"giờ mấy biết những ai đang xài những con máy vismart hay realme mà wifi yếu là do tắt dịch vụ vị trí nhé ,bật lên là max mạnh",5
118,máy dùng rất tốt ổn định... ko lỗi chơi game rất mượt mà ổn định không nóng máy .... nói chung ai chơi game nên mua máy này. camera thì cũng rất ok .. pin trâu sạc nhanh . nhân viên bán nhiệt tình,5
119,mình mua con a9 dùng được 10tháng rồi nói chung là ok chưa thấy có lỗi gì vì mình ít chơi game,4
120,"mình mua rồi. thật sự là mượt lắm. camera đẹp, có cả góc rộng. mình mua bản màu xanh, đối vs con chip exynos 9611 của nhà samsung vậy là ổn rồi, pin 4000 mah mà mình xài xuyên suốt gần 2 ngày",5
121,về cấu hình thì quá tốt với tầm giá này..nhưng điểm trừ ở đây là kiểu dáng kém mạnh mẽ...nếu apple làm gốc cạnh như iphone 5 se thì quá đẹp rồi..hơi tiếc..,4
122,mới mua hồi tối mình cảm thấy sản phẩm mà hình đẹp game mượt pin ok.. có điều bắt song 4g hơi kém dù mình đang ở tp,5
123,"pin rất tệ luôn, không xài gì, kiểm tra k có ứng dụng ngầm. tới chiều còn có 20 . uổng phí khi mua. nhân viên tư vấn nói xài lâu lắm, nên xem lại cách tư vấn cho ng mua hàng đừng nói dối để bán được hàng mà j nghỉ đến quyền lợi ng tiêu dùng",1
124,máy ngon xài ok so tầm gia thì quá ok ngon hơn samsung nhiều chạy mượt chụp xóa phông ok với lại ưng ý nhất là sạc nhanh 30p lên 70 đi xa cần sạc gấp xài con này quá chuẩn siêu tiết kiệm pin. rất thích 5,5
125,máy mọi thứ đều tốt đáng tiền.. nhưng lưu ý anh em dùng nên thay cục sạc nhẹ hơn để đỡ nóng máy trai pin nhé. chứ sạc nhanh 30w nóng lắm hãng nào cũng vậy cả.,5
126,máy tốt nhưng mở khóa khuôn mặt hơi lâu phải đợi khoảng mấy giây. chơi liên quân cũng được dung lượng pin 4030 mah cũng được 1 ngày ko qua được ngày thứ hai camera cũng tạm được,4
127,lúc trước tui mua ở thế giới di động tới 1tr4 mà sao giờ rẽ thế.tui mua về thì máy yếu quá muốn đập thật .pin cùi quá,2
128,"máy xài thì khỏi chê nhưng cảm ứng vân tay không nhạy , có khi bấm mấy lần mới được",4
129,rất tệ. bỏ ra gần 10 triệu để nhận màn hình lỗi cảm ứng đa điểm khi chơi liên quân. quá tệ quá tệ. rất ức chế,1
130,thật sự máy rất mượt và mạnh. camera rất đẹp và nét. màn hình hiển thị đẹp. pin thì ko trâu lắm,5
131,"sản phẩm mới,thiết kế đẹp mắt. pin bao trâu,mực dù k có sạc nhanh nhưng vô pin cũng mau",5
132,vừa mua có test mấy game nặng thấy cũng ok. nhưng cảm biến vân tay k đc nhạy cho lắm,5
133,máy xài khá ok nhưng bắt wifi quá tệ kh dùng được quá lag vân tay quá tệ nhưng nhận diện khuôn mặt thì ok chỉ là kh hài lòng về bắt sóng wifi,2
134,tuyệt vời. vsmart joy 3 pin trâu kinh khủng khiếp. thiết kế màn hình 6.t inch đẹp,5
135,pin trâu. game mượt. cấu hình ổn. hiệu năng tuyệt vời. camera đủ chức năng. khá ổn trong tầm giá. nên mua vivo hơn oppo realme cùng phân khúc.,5
136,mình mua ở tgdd đc vài ngày nhân viên tư vấn nhiệt tình chu đáo. còn máy dùng thì pin hơi tụt nhanh một chút nhưng dùng vẫn tạm chấp nhận đc. còn lại mọi thứ thấy ok,4
137,sefie màu da vàng khè. nút ứng dụng mờ ko sắc nét. so với tầm giá này thì thất vọng quá. mới mua hom qua mà thực sự muốn đổi ko biết sao đây ?,3
138,"máy rất tiện lợi cho người lớn tuổi , đã mua cho ông nội 1 chiếc , máy này nếu được trang bị thêm viên lớn là tuyệt vời",5
139,"máy sài mượt, chụp đêm ảnh thu sáng rất tốt. tiếc là có điều kiện hốt em s20 ultra thì ngon nữa",5
140,máy bắt mạng kém quá đôi lúc chơi game bị đơ bực mình thất bỏ gần 5tr ra mua con máy này quá thất vọng,1
