review_id,sent_idx,sentence,aspects,sentiments
60,0,Điện thoại iPhone 16 Pro Max 256GB - Tôi có mua điện thoại iPhone 16promax tại thế giới di động hồi tháng 2 dùng được vài ngày thì bị lỗi panicfull +resetcuonter mang qua thì nhân viên kiểm tra xác nhận đúng lỗi đổi luôn cho máy khác và nói lên mua thêm gói bảo hành 1 đổi 1 trong vòng 1 năm bất cứ khi nào lỗi mang qua thì được đổi máy vậy mà hôm 5/11 tôi đang dùng có bị reset lại máy vào phân tích thì có lỗi panicfull + resetcounter có 2 nhân viên cửa hàng 1 người bảo đổi 1 người kêu gửi về hãng trong khi lỗi hiện rõ trên máy chả hiểu kiểu gì,"['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
61,0,Điện thoại iPhone 16 Pro Max 256GB - Mình mới mua hôm 19/10 điện thoại để qua đêm không sử dụng vẫn tụt mất 8% phin,['battery'],{'battery': 'Negative'}
62,0,"Điện thoại iPhone 16 Pro Max 256GB - Mua được cái điện thoại được tặng 3 phiếu mua hàng trị giá khoảng một triệu. Nhưng không dành cho cục sạc hay miếng dán, ốp lưng. Chọc điên tôi à.","['price', 'ser&acc', 'others']","{'price': 'Positive', 'ser&acc': 'Negative', 'others': 'Negative'}"
63,0,"Điện thoại iPhone 16 Pro Max 256GB - Mới mua 4 tháng, muốn bán lên 17",['others'],{'others': 'Negative'}
64,0,Điện thoại iPhone 16 Pro Max 256GB - mình đã mua đc 6 tháng h muốn bán để lên iphone 17 mong đc hỗ trợ,['others'],{'others': 'Neutral'}
65,0,Điện thoại iPhone 16 Pro Max 256GB - Dịch vụ sữa chữa và bảo hành của apple quá tệ.,['ser&acc'],{'ser&acc': 'Negative'}
66,0,Điện thoại iPhone 16 Pro Max 256GB - Mình mới mua ip16prm 256g tháng 10 sạc 13 lần vẫn nguyên hộp bên mình có thu cũ đổi lên đời 17prm ko ah,['others'],{'others': 'Neutral'}
67,0,"Điện thoại iPhone 16 Pro Max 256GB - quá tệ điện thoại lỗi đem ra đổi mà check thì bảo ko bị gì,ko muốn đổi cho khách hàng,thua xa dòng 11",['general'],{'general': 'Negative'}
68,0,"Điện thoại iPhone 16 Pro Max 256GB - Rất tệ cách bảo hành của 1 siêu thị lớn, lề là lề mề, công bố chính sách bảo hành ko quá 15 ngày, nhưng rồi vẫn vượt quá số ngày cam kết, cầm tờ giấy hẹn đến cửa hàng nhưng cũng chỉ nhận đc những lời đùn đẩy đủ lí do, Tôi cần đc gặp nhân sự có quyền hạn giải quyết việc này cho tôi, thực sự bực bội","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
69,0,Điện thoại iPhone 16 Pro Max 256GB - Loa ngoài có vấn đề.lúc to lúc nhỏ.tgdd có kiểm tra cho mình ko.nhất là âm chụp màn hình.lúc to nghe rất rát.,"['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
70,0,"Điện thoại iPhone 16 Pro Max 256GB - Cho mình hỏi máy mình mua dùng đc 1 tháng , có dấu hiệu , máy đen nhưng có vài nốt chấm màu trắg lsao ạ",['screen'],{'screen': 'Negative'}
71,0,"Điện thoại iPhone 16 Pro Max 256GB - Mỗi lần đến địa đểm mới, Máy cập nhật wifi chậm, lâu vào được mạng","['features', 'general']","{'features': 'Negative', 'general': 'Negative'}"
72,0,Điện thoại iPhone 16 Pro Max 256GB - Mình mới mua hôm 5/7/2025 sạc 58 lần pin 100% không trầy xước mới nguyên vỏ hộp còn nguyên tại thế giới di động giờ muốn bán lại đổi lên 17pro max 256G shop thu lại giá sao ạ,"['battery', 'general', 'price']","{'battery': 'Neutral', 'general': 'Positive', 'price': 'Neutral'}"
73,0,Điện thoại iPhone 16 Pro Max 256GB - Tôi mới mua 16 pro max màu đen 3 ngày trước giờ muốn đổi lại màu titan sa mạc bù bao nhiêu,['others'],{'others': 'Neutral'}
74,0,Điện thoại iPhone 16 Pro Max 256GB - Máy bị lỗi gửi bh ngày 13/9đến 25/9 phản hồi hãng nhận máy đợi thêm 610 ngày nữa để ktra. Rồi ban đầu báo 15 ngày có máy đến hôm nay vẫn chưa giải quyết và hẹn tiếp mình đâu dư tiền để mua máy xong gửi bh hơn 1 tháng và không biết máy sẽ xử lí ntn làm ăn rất rất lè mề. Rồi sau đến 610 rồi hẹn tiếp thì còn gì là cái đt nữa chưa thấy bh mà gần 1 tháng. Bực bội hết sức. Cảm thấy không xử lí đc thì trả máy về để bên đmx họ xử lí ntn,"['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
75,0,"Điện thoại iPhone 16 Pro Max 256GB - Máy mới mua gần dduowjc 1 tháng, mà dùng lướt bình thường bắt wifi mà nhanh tụt quá. Sáng đầy mà dùng chưa đến 1 ngày đã hết pin","['battery', 'features']","{'battery': 'Negative', 'features': 'Neutral'}"
76,0,"Điện thoại iPhone 16 128GB - Mua góp tiền thì thu rồi mà đợi xuất hàng gần 15p khó hiểu,mua ngày 28 về xem lại thì ngày kích hoạt máy là 27",['others'],{'others': 'Negative'}
77,0,"Điện thoại iPhone 16 128GB - Xin chào Xin cho hỏi Tôi mới mua iPhone 16 128G, đang dùng sang tháng thứ 2. Giờ muốn mua iPhone 17 256G thì nên chọn hình thức đổi trả hay thu cũ đổi mới để có giá trị cao hơn",['others'],{'others': 'Neutral'}
78,0,"Điện thoại iPhone 16 128GB - Cho mình hỏi mình mua con iPhone 16 từ tháng 3/2025 giờ nó bị liệt nút tác vụ chụp ảnh thì có được bảo hành không và mang ra đâu ạ, mình ở hà nội","['ser&acc', 'others']","{'ser&acc': 'Neutral', 'others': 'Neutral'}"
79,0,"Điện thoại iPhone 16 128GB - Máy mua mới dùng đc 1 tháng thì bị lỗi loa trong khi không rơi vỡ vào nước hay cấn móp gì, máy có mua kèm gói bảo hành 1 đổi 1 trong vòng 11 tháng củ cửa hàng, mang lên cái ttbh ủy quyền thậm đỉnh để đổi máy thì lại bị báo từ chối bảo hành và bắt phải bỏ tiền ra thay thế, xong ngâm máy của tôi hơn 2 tháng, tới khi thỏa thuận chấp nhận sửa máy thì lại bắt chờ 3 tuần liền. Tiền mất, tật mang, máy thì không có dùng, công việc thì ngưng trệ. Thất vọng toàn tập.","['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Negative'}"
80,0,Điện thoại iPhone 16 128GB - Mua được 6 tháng máy tử reset lại rồi đơ k lên . Gửi bảo hành thì kêu báo phải thay kính camera 5.8tr mới bảo hành Cho . ngang nhau lừa dân,"['camera', 'ser&acc', 'general']","{'camera': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
81,0,Điện thoại iPhone 16 128GB - không có hoá đơn mua hàng điện tử,['others'],{'others': 'Negative'}
82,0,Điện thoại iPhone 16 128GB - Tôi từng mua hàng của TGDD cũng là khách hàng thân thiết mà giờ TGDD gap sự cố thì phủi bỏ trách nhiệm ko bảo hành và thực hiện như trước,['ser&acc'],{'ser&acc': 'Negative'}
83,0,Điện thoại iPhone 16 128GB - Mình mua ngày 24 tháng 7 đến này dùng thấy ok. nhân viên hỗ trợ nhiệt tình,"['general', 'ser&acc']","{'general': 'Positive', 'ser&acc': 'Positive'}"
84,0,"Điện thoại iPhone 16 128GB - Máy lỗi sóng như máy lock, bắt wifi kém .. Chơi game nhẹ feefine nếu không sài wifi chỉ sài mạnh còn Thua cả máy samsung 5tr","['performance', 'features', 'general']","{'performance': 'Negative', 'features': 'Negative', 'general': 'Negative'}"
85,0,Điện thoại iPhone 16 128GB - Tôi mua iphone 16 128 gb mới vào ngày 762025 đáng ra được bảo hành 1 năm nhưng khi kiểm tra mục bảo hành của điện thoại thì chỉ còn 10 tháng .....,['ser&acc'],{'ser&acc': 'Negative'}
86,0,"Điện thoại iPhone 16 128GB - Thất vọng iPhone 16 Minh mua về chua dùng ngay , sau 1 tháng 5 ngay bỏ ra kích hoạt dùng thì máy treo trắng màn hình không đang nhập được, phải mang đi hãng bảo hành, ko được đổi mới.","['screen', 'ser&acc', 'general']","{'screen': 'Negative', 'ser&acc': 'Negative', 'general': 'Negative'}"
87,0,Điện thoại iPhone 16 128GB - Mua máy từ ngày 20/4 nhưng giờ mới có thời gian đánh giá mình mua máy ở tgdđ phan đăng lưu lúc mua thì nv nhiệt tình quẹt thẻ tư vấn lẹ làng lắm đến khi dán màn thì ối dồi ôi ko biết bạn nv dán kiểu gì mà chân sạc đầy cồn mình tính kk lấy rồi nhưng bạn qly bảo cồn bay hơi nhanh với lại máy này kháng nc nên mình mới lấy gặp người kỹ tính họ ko lấy đâu lần sau bạn nv làm việc chuyên nghiệp lên nhé máy khách mua gần 20tr ko rẻ đâu,"['ser&acc', 'general']","{'ser&acc': 'Negative', 'general': 'Positive'}"
88,0,"Điện thoại iPhone 16 128GB - Hiện đang bị lỗi nhắn tin bị đơ 3s mới nổi lên , cảm thấy không được hài lòng cho lắm máy chỉ mới xử dụng 2 ngày","['performance', 'general']","{'performance': 'Negative', 'general': 'Negative'}"
89,0,Điện thoại iPhone 16 128GB - Dt mới mua pin sạc 100% để chế độ may bay .sáng tut còn 96% . cảm thấy pin ko ổn rồi,"['battery', 'general']","{'battery': 'Negative', 'general': 'Negative'}"
90,0,Điện thoại iPhone 16 128GB - Mới mua tại TGDD. NV nhiệt tình. Nhưng máy chán. Mới mà xạc đã bị nóng máy. Sim gọi k được toàn báo lỗi không xđ. Có ai bị giống Th của tui hok.,"['ser&acc', 'general', 'battery', 'features']","{'ser&acc': 'Positive', 'general': 'Negative', 'battery': 'Negative', 'features': 'Negative'}"
